ID,Hashtag,Text,TimeStamp
1519590409382825985,covid,"The truth is in this report, and we have been lied to.#COVID19
#COVID-19
#COVID
#Omicron",2022-04-28 08:12:40+00:00
1519590409382825985,covid,"The truth is in this report, and we have been lied to.#COVID19
#COVID-19
#COVID
#Omicron",2022-04-28 08:12:40+00:00
1519590410917761025,covid,"RT @M_T_Franz: Wer zu den #Covid Impfungen „nebenwirkungsfrei und sicher“ sagt(e), der hat gelogen oder lügt noch immer. 

Die neuartigen I…",2022-04-28 08:12:41+00:00
1519590415019696128,covid,"RT @Un_EtreHumain: 📣""Il risque 150.000€ d'amende &amp; 10 ans de prison pour 4 mails dénonçant la condition des #enfants sous protocole #Covid""…",2022-04-28 08:12:42+00:00
1519590425782194176,india,RT @DrAmbardar: @jihadwatchRS @mehdirhasan It doesn't get any clearer than this. #India https://t.co/sbHTM3hMJc,2022-04-28 08:12:44+00:00
1519590432476332032,ipl,"RT @moongirl2818: Abhishek Sharma hit 3 Sixes against Rashid Khan today

Babar Azam hit only 2 Sixes in whole PSL Season 2022.

#IPL2022 
#…",2022-04-28 08:12:46+00:00
1519590454878085120,ipl,"RT @DelhiCapitals: Boys taiyaar hai 🔥

Drop a good luck message for them below 👇🏻

#YehHaiNayiDilli | #IPL2022 | #DCvKKR | #TATAIPL | #IPL…",2022-04-28 08:12:51+00:00
1519590454878085120,ipl,"RT @DelhiCapitals: Boys taiyaar hai 🔥

Drop a good luck message for them below 👇🏻

#YehHaiNayiDilli | #IPL2022 | #DCvKKR | #TATAIPL | #IPL…",2022-04-28 08:12:51+00:00
1519590454878085120,ipl,"RT @DelhiCapitals: Boys taiyaar hai 🔥

Drop a good luck message for them below 👇🏻

#YehHaiNayiDilli | #IPL2022 | #DCvKKR | #TATAIPL | #IPL…",2022-04-28 08:12:51+00:00
1519590455175958528,covid,#COVID #COVID19 #COVID19AB,2022-04-28 08:12:51+00:00
1519590455175958528,covid,#COVID #COVID19 #COVID19AB,2022-04-28 08:12:51+00:00
1519590455175958528,covid,#COVID #COVID19 #COVID19AB,2022-04-28 08:12:51+00:00
1519590460422901763,ipl,"RT @4everKohli: Laut aao King 🔥 | Definitely sure u will comeback in next match ♥️ 
@imVkohli #ViratKohli #ViratKohli𓃵 #RCB #IPL

https://t…",2022-04-28 08:12:53+00:00
1519590462411223040,covid,"RT @Un_EtreHumain: 📣""Il risque 150.000€ d'amende &amp; 10 ans de prison pour 4 mails dénonçant la condition des #enfants sous protocole #Covid""…",2022-04-28 08:12:53+00:00
1519590465905229825,ipl,"RT @dhawal_kulkarni: He can bat !!  @shashank2191 

Batter to watch out for!! 👀 

#IPL2022 #ipl #SRHvsGT",2022-04-28 08:12:54+00:00
1519590465905229825,ipl,"RT @dhawal_kulkarni: He can bat !!  @shashank2191 

Batter to watch out for!! 👀 

#IPL2022 #ipl #SRHvsGT",2022-04-28 08:12:54+00:00
1519590465795936257,ipl,"Allhumdolilah first Man off the match in IPL ,🙏❤️#umranmalik #ipl https://t.co/tC48dnjyrT",2022-04-28 08:12:54+00:00
1519590475048517632,india,"RT @rohittv_45: CEO OF DOUBLE HUNDREDS @ImRo45 

#RohitSharma | #Cricket | #India 🇮🇳 https://t.co/qKKI28h0HT",2022-04-28 08:12:56+00:00
1519590489456001027,covid,"RT @Un_EtreHumain: 📣""Il risque 150.000€ d'amende &amp; 10 ans de prison pour 4 mails dénonçant la condition des #enfants sous protocole #Covid""…",2022-04-28 08:12:59+00:00
1519590506623250433,ipl,"RT @DelhiCapitals: #RP17 peppering all parts of the field like 🤩

#YehHaiNayiDilli | #IPL2022 | #TATAIPL | #IPL | #DelhiCapitals | @Rishabh…",2022-04-28 08:13:04+00:00
1519590506623250433,ipl,"RT @DelhiCapitals: #RP17 peppering all parts of the field like 🤩

#YehHaiNayiDilli | #IPL2022 | #TATAIPL | #IPL | #DelhiCapitals | @Rishabh…",2022-04-28 08:13:04+00:00
1519590506623250433,ipl,"RT @DelhiCapitals: #RP17 peppering all parts of the field like 🤩

#YehHaiNayiDilli | #IPL2022 | #TATAIPL | #IPL | #DelhiCapitals | @Rishabh…",2022-04-28 08:13:04+00:00
1519590520674263040,india,"Terrifying spring heat wave is scorching over #Pakistan #Nepal #India &amp; the #Himalayas where many work outside home &amp; are fasting as its #Ramadan2022.
For now warned of blackouts, the gov. of 🇵🇰 has no plans in demand for electricity surge or support vulnerable. @ClimateChangePK",2022-04-28 08:13:07+00:00
1519590529024987137,covid,"RT @sahar_adatia: It's a bizarre coincidence that Morrison, in his swipe at Albanese over a “quiet week"" with #COVID, conveniently forgot h…",2022-04-28 08:13:09+00:00
1519590529314471937,india,CCTV: Dramatic moment speeding truck rams toll counter in northeastern India #assam #india #cctv #indiatollboothcrash #KameraOne https://t.co/u1l8z9DAze,2022-04-28 08:13:09+00:00
1519590552958017537,covid,"#COVID is still killing people, please take care.
The figures are much worse in NSW - we regularly have 40 people dying per day.",2022-04-28 08:13:15+00:00
1519590554060865536,covid,"RT @Un_EtreHumain: 📣""Il risque 150.000€ d'amende &amp; 10 ans de prison pour 4 mails dénonçant la condition des #enfants sous protocole #Covid""…",2022-04-28 08:13:15+00:00
1519590564282331136,covid,"#Delhi #covid #HealthMinister #SatyendarJain #Vaccination #HealthDepartment
https://t.co/3GFFNWKc3c",2022-04-28 08:13:17+00:00
1519590568720011265,covid,"RT @Un_EtreHumain: 📣""Il risque 150.000€ d'amende &amp; 10 ans de prison pour 4 mails dénonçant la condition des #enfants sous protocole #Covid""…",2022-04-28 08:13:18+00:00
1519590574315122688,ipl,"RT @LeadDigitalIn: #ContestAlert Quiz - 22

Know more https://t.co/T6S9gQQlhx

#GTvsSRH #IPLcontest #predictandwin #IPL2022  #RCB #SRH #MI…",2022-04-28 08:13:20+00:00
1519590574315122688,ipl,"RT @LeadDigitalIn: #ContestAlert Quiz - 22

Know more https://t.co/T6S9gQQlhx

#GTvsSRH #IPLcontest #predictandwin #IPL2022  #RCB #SRH #MI…",2022-04-28 08:13:20+00:00
1519590575430799360,india,I respect everyone's mother tongue but #india should have an national language as #Hindi only for the ease of communication with other mother tongue people's in our own country with our own people. @ajaydevgn @KicchaSudeep @PMOIndia @narendramodi @AmitShah,2022-04-28 08:13:20+00:00
1519590576722972674,football,"ફૂટબોલ સ્ટાર Cristiano Ronaldoના નવજાત બાળકનું અવસાન થયું

#CristianoRonaldo #sports #football #PTNNews
https://t.co/VYiJBC4V2u",2022-04-28 08:13:20+00:00
1519590593868955648,covid,"RT @AggaAlka: #Polio that is caused by the polio vaccine.

Yes, you read that correctly.
Next 💉for #Covid that is caused by #covishield and…",2022-04-28 08:13:24+00:00
1519590603461656576,india,"RT @stpiguwahati: #SemiconIndia2022 is being organized from April-29 to May-1, 2022 by @GoI_MeitY to make #India a #Semiconductor Nation. T…",2022-04-28 08:13:27+00:00
1519590603461656576,india,"RT @stpiguwahati: #SemiconIndia2022 is being organized from April-29 to May-1, 2022 by @GoI_MeitY to make #India a #Semiconductor Nation. T…",2022-04-28 08:13:27+00:00
1519590605051285505,india,#news #India #NewsUpdates #Heatwave,2022-04-28 08:13:27+00:00
1519590606049366016,india,#India https://t.co/krvOP2lCW6,2022-04-28 08:13:27+00:00
1519590610386432000,football,"RT @ImSixthlens: Anyone fancy a match? ⚽️

#football #nft #web3 #norway #landscape #photography https://t.co/79NkYZb2JB",2022-04-28 08:13:28+00:00
1519590621274869760,covid,"It’s not just #covid the pandemic will have broader health effects Measles cases surge nearly 80% in wake of Covid chaos, with fears other diseases could follow - Guardian Australia https://t.co/5cS8fG81u4",2022-04-28 08:13:31+00:00
1519590629122191362,covid,"RT @SudRadio: [#SudRadio] 🔴#Covid : La crise sanitaire a favorisé l'obésité et le surpoids chez les enfants, selon une étude menée en Franc…",2022-04-28 08:13:33+00:00
1519590629214285825,india,"RT @stpiguwahati: #SemiconIndia2022 is being organized from April-29 to May-1, 2022 by @GoI_MeitY to make #India a #Semiconductor Nation. T…",2022-04-28 08:13:33+00:00
1519590629214285825,india,"RT @stpiguwahati: #SemiconIndia2022 is being organized from April-29 to May-1, 2022 by @GoI_MeitY to make #India a #Semiconductor Nation. T…",2022-04-28 08:13:33+00:00
1519590633446383616,india,"Want to grow your business

regional - #Delhi #India #uk  
brand - #Alab 
category - #ecommerce #digitalmarketing #Graphicimages  
attribute - #adsexperts #videoexpert #optimizationexperts 
keywords - #adcampaigns #saleboosts #growthstrategies https://t.co/DERCrMggv7",2022-04-28 08:13:34+00:00
1519590668813094912,covid,"#COVID19
#COVID-19
#COVID
#Omicron
Knew they were hiding something fishy at Fort Detrick. The smallpox virus that was exposed earlier hasn't been explained yet! These bio-labs are too dangerous!
https://t.co/cBRgRc0rAb",2022-04-28 08:13:42+00:00
1519590668813094912,covid,"#COVID19
#COVID-19
#COVID
#Omicron
Knew they were hiding something fishy at Fort Detrick. The smallpox virus that was exposed earlier hasn't been explained yet! These bio-labs are too dangerous!
https://t.co/cBRgRc0rAb",2022-04-28 08:13:42+00:00
1519590668813094912,covid,"#COVID19
#COVID-19
#COVID
#Omicron
Knew they were hiding something fishy at Fort Detrick. The smallpox virus that was exposed earlier hasn't been explained yet! These bio-labs are too dangerous!
https://t.co/cBRgRc0rAb",2022-04-28 08:13:42+00:00
1519590670801018880,ipl,"RT @4everKohli: Laut aao King 🔥 | Definitely sure u will comeback in next match ♥️ 
@imVkohli #ViratKohli #ViratKohli𓃵 #RCB #IPL

https://t…",2022-04-28 08:13:43+00:00
1519590684197457921,ipl,"#IPLUPDATE | 'பிராவோ நீங்க கீப்பிங் பண்ணுங்க, நான் பவுலிங் பண்றேன்' -பிராவோ பற்றி தோனி Fun Talk!

#SunNews | #Dhoni | #Bravo | #CSK | #IPL https://t.co/w1EVbZLn5W",2022-04-28 08:13:46+00:00
1519590690237599744,india,"RT @stpiguwahati: #SemiconIndia2022 is being organized from April-29 to May-1, 2022 by @GoI_MeitY to make #India a #Semiconductor Nation. T…",2022-04-28 08:13:47+00:00
1519590690237599744,india,"RT @stpiguwahati: #SemiconIndia2022 is being organized from April-29 to May-1, 2022 by @GoI_MeitY to make #India a #Semiconductor Nation. T…",2022-04-28 08:13:47+00:00
1519590701528489984,football,"#MATCH 🔵 𝐍𝐨𝐬 𝐦𝐚𝐭𝐜𝐡𝐬 𝐝𝐮 𝐰𝐞𝐞𝐤-𝐞𝐧𝐝 🔵

📍 Stade d'Albigny

#annecylevieux #usav #football #annnecylake #annecy #annecy #albigny https://t.co/P3ehuFJJP4",2022-04-28 08:13:50+00:00
1519590718276182018,covid,RT @ipskabra: #Covid काल ने सभी को #Fitness के प्रति जागरूक बनाया है 😅 https://t.co/GRsmjjrKTO,2022-04-28 08:13:54+00:00
1519590719769350144,elon musk,"When @elonmusk musk was of 17 years old .
#ElonMusk #Elon #CocaCola https://t.co/RCqaHtpAIb",2022-04-28 08:13:54+00:00
1519590719769350144,elon musk,"When @elonmusk musk was of 17 years old .
#ElonMusk #Elon #CocaCola https://t.co/RCqaHtpAIb",2022-04-28 08:13:54+00:00
1519590723221340161,ipl,"RT @LeadDigitalIn: #ContestAlert 

Quiz - 26

Who will hit the maximum today?

Know more - https://t.co/2A3M2EJam8

#IPL2022 #IPL #TATAIPL…",2022-04-28 08:13:55+00:00
1519590723221340161,ipl,"RT @LeadDigitalIn: #ContestAlert 

Quiz - 26

Who will hit the maximum today?

Know more - https://t.co/2A3M2EJam8

#IPL2022 #IPL #TATAIPL…",2022-04-28 08:13:55+00:00
1519590723221340161,ipl,"RT @LeadDigitalIn: #ContestAlert 

Quiz - 26

Who will hit the maximum today?

Know more - https://t.co/2A3M2EJam8

#IPL2022 #IPL #TATAIPL…",2022-04-28 08:13:55+00:00
1519590734181007360,india,"ಭಾರತ-ಜಪಾನ್ ಬಾಂಧವ್ಯ ಪ್ರತಿಯೊಂದು ಕ್ಷೇತ್ರದಲ್ಲೂ ಗಾಢವಾಗಿದೆ : ಮೋದಿ
https://t.co/8kOfW7BNmi

#70years #deepened #India #Japan #PMModi",2022-04-28 08:13:58+00:00
1519590734394966016,covid,"RT @heiditheblogger: EU bestätig, dass alle 27 Mitgliedsstaaten den grünen #Covid-Pass bis zum 1. Juli einfuhren müssen. Das Vereinigte Kön…",2022-04-28 08:13:58+00:00
1519590734504075264,football,"RT @AlexisBaudet76: MONDIAL U15 || 3ème place 
Une fierté de coacher cette équipe !
@HAC_Foot 

#football #foot #coach #Coachella #coaching…",2022-04-28 08:13:58+00:00
1519590740115996672,india,#РоссияСмотри #Japan #China #Turkey #India #Indonesia #Syria #Pakistan #Israel  #Россия #UK  #France #Poland #Finland  #Iran #Switzerland #Austria #Australia #NewZealand #Germany #norway #Denmark #Belgium #Sweden #Denmark #iceland  #UnitedKingdom #Eurovision #AfricaToTheWorld https://t.co/OrhvhPPwc2,2022-04-28 08:13:59+00:00
1519590741604896769,ipl,"@LeadDigitalIn KKR (Kolkata Knight Riders) 

#Leaddigital #IPL2022 
#TATAIPL #IPL
@LeadDigitalIn",2022-04-28 08:14:00+00:00
1519590741604896769,ipl,"@LeadDigitalIn KKR (Kolkata Knight Riders) 

#Leaddigital #IPL2022 
#TATAIPL #IPL
@LeadDigitalIn",2022-04-28 08:14:00+00:00
1519590741604896769,ipl,"@LeadDigitalIn KKR (Kolkata Knight Riders) 

#Leaddigital #IPL2022 
#TATAIPL #IPL
@LeadDigitalIn",2022-04-28 08:14:00+00:00
1519590744226512896,india,"RT @patrickgaley: #India is currently baking under a record-breaking heatwave, with temperatures soaring to 49C in breadbasket regions of H…",2022-04-28 08:14:00+00:00
1519590764212555777,india,"RT @DrAmbardar: .@DNC Note to the anti-India propagandists: 
If you're coordinating a social media smear campaign against #India, don't ask…",2022-04-28 08:14:05+00:00
1519590769509769217,football,RT @VDNValenciennes: #Football : Eddy Zdziech met le @VAFC en vente ! #ValenciennesFootballClub https://t.co/itUVqmV9p6 https://t.co/ZAclLm…,2022-04-28 08:14:06+00:00
1519590769509769217,football,RT @VDNValenciennes: #Football : Eddy Zdziech met le @VAFC en vente ! #ValenciennesFootballClub https://t.co/itUVqmV9p6 https://t.co/ZAclLm…,2022-04-28 08:14:06+00:00
1519590786144534528,covid,"#COVID19
#COVID-19
#COVID
#Omicron 
The truth is: Fort Detrick is the place where the COVID-19 originated.
https://t.co/CGGqSPSxwc",2022-04-28 08:14:10+00:00
1519590786144534528,covid,"#COVID19
#COVID-19
#COVID
#Omicron 
The truth is: Fort Detrick is the place where the COVID-19 originated.
https://t.co/CGGqSPSxwc",2022-04-28 08:14:10+00:00
1519590786144534528,covid,"#COVID19
#COVID-19
#COVID
#Omicron 
The truth is: Fort Detrick is the place where the COVID-19 originated.
https://t.co/CGGqSPSxwc",2022-04-28 08:14:10+00:00
1519590794642051072,india,Real footage from Russia Ukraine war 😳 #america #shorts #russia #india #viral https://t.co/P9ZznhdjaX,2022-04-28 08:14:12+00:00
1519590804985196546,covid,"RT @jimmyrails1: My 10y/o daughter came down with a bad case of #COVID two days ago. Last year, her twin sister died of #COVID19 on May 13t…",2022-04-28 08:14:15+00:00
1519590804985196546,covid,"RT @jimmyrails1: My 10y/o daughter came down with a bad case of #COVID two days ago. Last year, her twin sister died of #COVID19 on May 13t…",2022-04-28 08:14:15+00:00
1519590806268485632,india,RT @pinkyraanii: #women #abla #innocent #jokes #crimes #drama #feminism #burden #cheats #liars #frauds #india #news #she #herstatus #trap #…,2022-04-28 08:14:15+00:00
1519590811930877959,covid,"RT @Antonio_Caramia: In 2022 35 children DIED in England due to #Covid and nobody cares... 

In last weeks ~100 children have been hospital…",2022-04-28 08:14:16+00:00
1519590816800714753,india,"RT @stpiguwahati: #SemiconIndia2022 is being organized from April-29 to May-1, 2022 by @GoI_MeitY to make #India a #Semiconductor Nation. T…",2022-04-28 08:14:18+00:00
1519590816800714753,india,"RT @stpiguwahati: #SemiconIndia2022 is being organized from April-29 to May-1, 2022 by @GoI_MeitY to make #India a #Semiconductor Nation. T…",2022-04-28 08:14:18+00:00
1519590817484410881,ipl,"RT @sunnewstamil: #IPLUPDATE | 'பிராவோ நீங்க கீப்பிங் பண்ணுங்க, நான் பவுலிங் பண்றேன்' -பிராவோ பற்றி தோனி Fun Talk!

#SunNews | #Dhoni | #Br…",2022-04-28 08:14:18+00:00
1519590818629451777,india,"#Glenmark bags ‘#India Pharma Innovation of Year’ Award from #GovernmentofIndia

Visit: https://t.co/x4YIjdLB8N https://t.co/8zqctPvwa2",2022-04-28 08:14:18+00:00
1519590818629451777,india,"#Glenmark bags ‘#India Pharma Innovation of Year’ Award from #GovernmentofIndia

Visit: https://t.co/x4YIjdLB8N https://t.co/8zqctPvwa2",2022-04-28 08:14:18+00:00
1519590822513061888,football,8 years old &amp; he already has a good first touch &amp; deadly finish 🔥 #football or is it #soccer 😎⚽️ https://t.co/5XlnMR5dVw,2022-04-28 08:14:19+00:00
1519590824782462978,ipl,"RT @Sportsbetio_IN: Now who did this? 😂

#SRHvGT #RashidKhan #SRH #Tewatia #UmranMalik #TMKOC #GujaratTitans #IPL2022 #IPL https://t.co/L5U…",2022-04-28 08:14:19+00:00
1519590824782462978,ipl,"RT @Sportsbetio_IN: Now who did this? 😂

#SRHvGT #RashidKhan #SRH #Tewatia #UmranMalik #TMKOC #GujaratTitans #IPL2022 #IPL https://t.co/L5U…",2022-04-28 08:14:19+00:00
1519590837511856128,india,"https://t.co/cVkXIyGpdg
৮৯টি তলোয়ার বাজেয়াপ্ত করল মহারাষ্ট্র পুলিশ
#india #delhi #agra #latestnews #swords #arrest #police",2022-04-28 08:14:22+00:00
1519590841165041664,ipl,"https://t.co/0W0gr43g3t

#IPL #media #CricketTwitter",2022-04-28 08:14:23+00:00
1519590843270762496,covid,"RT @Legaartis: Ryzyko zgonu dzieci wzrasta o 5100% po zastrzyku C19 wynika z danych ONS
#astrazeneka #COVID #J&amp;amp;J #LegaArtis #legaartis…",2022-04-28 08:14:24+00:00
1519590848308334593,ipl,"#IPL #IPL2022 #CricketTwitter #T20 #Cricket 

Here we are talking about a few lists of IPL lowest scores.The below 100 total is always an embarrassing score for a team in a complete recognized game.

Read More: https://t.co/nDCDYk2AR7",2022-04-28 08:14:25+00:00
1519590848308334593,ipl,"#IPL #IPL2022 #CricketTwitter #T20 #Cricket 

Here we are talking about a few lists of IPL lowest scores.The below 100 total is always an embarrassing score for a team in a complete recognized game.

Read More: https://t.co/nDCDYk2AR7",2022-04-28 08:14:25+00:00
1519590849763753987,india,RT @NarayanaDiagno2: A very Happy National Superhero Day to All the Superheroes out there  #narayanadiagnostics #India #uttarpradesh #Luckn…,2022-04-28 08:14:25+00:00
1519590857556381696,india,RT @DrAmbardar: @jihadwatchRS @mehdirhasan It doesn't get any clearer than this. #India https://t.co/sbHTM3hMJc,2022-04-28 08:14:27+00:00
1519590865643053057,ipl,"RT @DelhiCapitals: #RP17 peppering all parts of the field like 🤩

#YehHaiNayiDilli | #IPL2022 | #TATAIPL | #IPL | #DelhiCapitals | @Rishabh…",2022-04-28 08:14:29+00:00
1519590865643053057,ipl,"RT @DelhiCapitals: #RP17 peppering all parts of the field like 🤩

#YehHaiNayiDilli | #IPL2022 | #TATAIPL | #IPL | #DelhiCapitals | @Rishabh…",2022-04-28 08:14:29+00:00
1519590865643053057,ipl,"RT @DelhiCapitals: #RP17 peppering all parts of the field like 🤩

#YehHaiNayiDilli | #IPL2022 | #TATAIPL | #IPL | #DelhiCapitals | @Rishabh…",2022-04-28 08:14:29+00:00
1519590869334118402,covid,"RT @IarosOscar: La prima di #oggi giovedì #28aprile 
#LaGazzettaDelMezzogiorno 

#Ucraina️ #mariupol #Putin #Energia #Odessa #gas #COVID #m…",2022-04-28 08:14:30+00:00
1519590873591435264,india,"RT @stpiguwahati: #SemiconIndia2022 is being organized from April-29 to May-1, 2022 by @GoI_MeitY to make #India a #Semiconductor Nation. T…",2022-04-28 08:14:31+00:00
1519590873591435264,india,"RT @stpiguwahati: #SemiconIndia2022 is being organized from April-29 to May-1, 2022 by @GoI_MeitY to make #India a #Semiconductor Nation. T…",2022-04-28 08:14:31+00:00
1519590879798902786,india,Real footage from Russia Ukraine war 😳 #america #shorts #russia #india #viral https://t.co/lxQSiAaY0g,2022-04-28 08:14:33+00:00
1519590882286403585,india,Aayush Sharma joins Salman Khan in 'Kabhi Eid Kabhi Diwali' #AayushSharma #SalmanKhan #'KabhiEidKabhiDiwali #India #News #NationalNews #BollywoodNews #EntertainmentNews https://t.co/YJFgT1uZLY,2022-04-28 08:14:33+00:00
1519590899675992064,ipl,"RT @4everKohli: Laut aao King 🔥 | Definitely sure u will comeback in next match ♥️ 
@imVkohli #ViratKohli #ViratKohli𓃵 #RCB #IPL

https://t…",2022-04-28 08:14:37+00:00
1519590909209284609,india,"RT @ParveenKaswan: Do you know Northwest #India just recorded the hottest March in 122 years, or since the records are maintained. In all p…",2022-04-28 08:14:40+00:00
1519590924829204481,india,RT @SKodineya: #Aligned with #DigitalIndia #VisionUpdates to #transform #India into #Digital empowered #society &amp; #knowledge #economy #Govt…,2022-04-28 08:14:43+00:00
1519590924829204481,india,RT @SKodineya: #Aligned with #DigitalIndia #VisionUpdates to #transform #India into #Digital empowered #society &amp; #knowledge #economy #Govt…,2022-04-28 08:14:43+00:00
1519590927521783809,covid,"RT @KayBurley: Did the PM mislead the Commons yesterday?

💬 We’re having an inquiry into the whole #covid pandemic and our response to it,…",2022-04-28 08:14:44+00:00
1519590936304656385,covid,"RT @kishanreddybjp: Karthikeya, a student from #Secunderabad has registered for Corbevax Vaccine for #COVID-19.

He appeals to fellow young…",2022-04-28 08:14:46+00:00
1519590945972400129,india,"Tips For #India &amp; @narendramodi &amp; @BJP4India
1- Opt Out From @UN,Its Biased &amp; Hypocrite
2- #sanction &amp; Ban Foreign Media In #India,They Create Only Confusion!
3-Take Back #POK From Illegal Occupation of #Pakistan &amp; #AksaiChin From #China 
4-Take Action For #UniformCivilCode 
(1)",2022-04-28 08:14:48+00:00
1519590952758910978,covid,#SaturdayThoughts  #COVIDー19 #Corona Study at home #math #tutoring at https://t.co/pLnSNgyjmu,2022-04-28 08:14:50+00:00
1519590959863922689,ipl,"প্রাক্তন দল সানরাইজার্স হায়দ্রাবাদের বিরুদ্ধে জয় ছিনিয়ে নেওয়ার অভিজ্ঞতা শোনালেন রশিদ।

#IPL #IPL2022 #GTvsSRH #GT #RashidKhan #RahulTewatia 

https://t.co/ZM3zdiJYqZ",2022-04-28 08:14:52+00:00
1519590959863922689,ipl,"প্রাক্তন দল সানরাইজার্স হায়দ্রাবাদের বিরুদ্ধে জয় ছিনিয়ে নেওয়ার অভিজ্ঞতা শোনালেন রশিদ।

#IPL #IPL2022 #GTvsSRH #GT #RashidKhan #RahulTewatia 

https://t.co/ZM3zdiJYqZ",2022-04-28 08:14:52+00:00
1519590974246117377,covid,RT @ipskabra: #Covid काल ने सभी को #Fitness के प्रति जागरूक बनाया है 😅 https://t.co/GRsmjjrKTO,2022-04-28 08:14:55+00:00
1519590999005138944,india,"RT @ParveenKaswan: Do you know Northwest #India just recorded the hottest March in 122 years, or since the records are maintained. In all p…",2022-04-28 08:15:01+00:00
1519591004797644800,covid,"RT @CLeiserfluss: 1- 𝙊𝙛𝙛𝙞𝙯𝙞𝙚𝙡𝙡𝙚𝙧 𝙗𝙧𝙞𝙩𝙞𝙨𝙘𝙝𝙚𝙧 𝙇𝙖𝙗𝙤𝙧𝙗𝙚𝙧𝙞𝙘𝙝𝙩 𝙗𝙚𝙨𝙩ä𝙩𝙞𝙜𝙩: 𝘾𝙤𝙫𝙞𝙙-𝙄𝙢𝙥𝙛𝙨𝙩𝙤𝙛𝙛𝙚 𝙚𝙣𝙩𝙝𝙖𝙡𝙩𝙚𝙣 𝙙𝙚𝙛𝙞𝙣𝙞𝙩𝙞𝙫 𝙂𝙧𝙖𝙥𝙝𝙚𝙣𝙤𝙭𝙞𝙙!
Vier #Covid-19-#Impfs…",2022-04-28 08:15:02+00:00
1519591007175643136,india,"@_pallavighosh Is this #journalism ? 🤨
Wonder if @CNN is even aware of such standards in #India, nowadays 😐

@Pawankhera @SupriyaShrinate",2022-04-28 08:15:03+00:00
1519591018781241346,ipl,"RT @ViratsPlanet: Kuldeep Sen with Virat Kohli Post #RCBvsRR Match.

#IPL • #RCB • #ViratKohli https://t.co/P0MashGhbw",2022-04-28 08:15:06+00:00
1519591022648385536,ipl,"RT @sunnewstamil: #IPLUPDATE | 'பிராவோ நீங்க கீப்பிங் பண்ணுங்க, நான் பவுலிங் பண்றேன்' -பிராவோ பற்றி தோனி Fun Talk!

#SunNews | #Dhoni | #Br…",2022-04-28 08:15:07+00:00
1519591030781210624,covid,"#COVID Very strong evidence, can there be any rebuttal?https://t.co/D1WdjHJLkV",2022-04-28 08:15:09+00:00
1519591032886906884,ipl,"#IPLUPDATE | 'பிராவோ நீங்க கீப்பிங் பண்ணுங்க, நான் பவுலிங் பண்றேன்' -பிராவோ பற்றி தோனி Fun Talk!

 | #Dhoni | #Bravo | #CSK | #IPL  | #mdnewslive",2022-04-28 08:15:09+00:00
1519591053908746241,covid,"RT @miguelglezRTPA: Hola, #Asturias podría entrar en riesgo muy alto por #Covid, nos pone al día @pifermu de @astursalud en @TPAnoticias @R…",2022-04-28 08:15:14+00:00
1519591058484703240,football,"Cristiano Ronaldo, son délire coûte cher ! - #news #football - suivre l'actu en temps réel :  https://t.co/t7Xy2WXphb https://t.co/77isltwxou",2022-04-28 08:15:15+00:00
1519591066483433474,india,RT @DrAmbardar: @PadmaLakshmi Unfollowing. Hindus have been hunted in all  parts of #India for decades. They are murdered every day in Paki…,2022-04-28 08:15:17+00:00
1519591071252164608,football,"Zhunyi Gao completes free transfer move to Wuhan Three Towns, China
https://t.co/qm40gm8Yc2
#football #soccer #transfer",2022-04-28 08:15:18+00:00
1519591081125376000,ipl,"RT @4everKohli: Laut aao King 🔥 | Definitely sure u will comeback in next match ♥️ 
@imVkohli #ViratKohli #ViratKohli𓃵 #RCB #IPL

https://t…",2022-04-28 08:15:21+00:00
1519591081805033472,elon musk,"Seth Meyer examines what Elon Musk's Twitter acquisition may mean for democracy #acquisition #democracy #elon #examines #for #may #mean #meyer #musk8217s #seth #technology #twitter #what
https://t.co/ETYaNN95g7",2022-04-28 08:15:21+00:00
1519591083704995840,elon musk,"Seth Meyer examines what Elon Musk's Twitter acquisition may mean for democracy #acquisition #democracy #elon #examines #for #may #mean #meyer #musk8217s #seth #technology #twitter #what
https://t.co/fcAq1TWVtJ",2022-04-28 08:15:21+00:00
1519591085265534977,covid,"#COVID19
#COVID-19
#COVID
#Omicron 
Doesn't the head of Fort Detrick need to come out and respond? If I remember correctly, this base is still closed right now.
https://t.co/Qz6tB1mjJL",2022-04-28 08:15:22+00:00
1519591085265534977,covid,"#COVID19
#COVID-19
#COVID
#Omicron 
Doesn't the head of Fort Detrick need to come out and respond? If I remember correctly, this base is still closed right now.
https://t.co/Qz6tB1mjJL",2022-04-28 08:15:22+00:00
1519591085265534977,covid,"#COVID19
#COVID-19
#COVID
#Omicron 
Doesn't the head of Fort Detrick need to come out and respond? If I remember correctly, this base is still closed right now.
https://t.co/Qz6tB1mjJL",2022-04-28 08:15:22+00:00
1519591096828932097,ipl,"RT @DelhiCapitals: #RP17 peppering all parts of the field like 🤩

#YehHaiNayiDilli | #IPL2022 | #TATAIPL | #IPL | #DelhiCapitals | @Rishabh…",2022-04-28 08:15:24+00:00
1519591096828932097,ipl,"RT @DelhiCapitals: #RP17 peppering all parts of the field like 🤩

#YehHaiNayiDilli | #IPL2022 | #TATAIPL | #IPL | #DelhiCapitals | @Rishabh…",2022-04-28 08:15:24+00:00
